"artist","song","person","name","n"
"Sheryl Crow","All I Wanna Do",FALSE,"Monica",4
"Shontelle","T-Shirt",FALSE,"Jimmy",4
"Sublime","Doin' Time",TRUE,"Bradley",4
"T.I.","Hell Of A Life",TRUE,"Serena",4
"The 5th Dimension","Flashback",FALSE,"Winter",4
"The Allman Brothers Band","Melissa",TRUE,"Melissa",4
"The Band","Up On Cripple Creek",TRUE,"Bessie",4
"The Irish Rovers","The Unicorn",TRUE,"Noah",4
"The J. Geils Band","Centerfold",TRUE,"Angel",4
"The Rolling Stones","Ruby Tuesday",TRUE,"Ruby Tuesday",4
"The White Buffalo & The Forest Rangers","Come Join The Murder",TRUE,"Martin Luther",4
"The Who","Athena",TRUE,"Athena",4
"Tom Tom Club","Genius Of Love",TRUE,"James",4
"Toto","Rosanna",TRUE,"Rosanna",4
"Trippie Redd Featuring Juice WRLD","1400 / 999 Freestyle",TRUE,"Madison",4
"Troop 41","Do The John Wall",FALSE,"Raleigh",4
"Twista","Overnight Celebrity",TRUE,"Goldie",4
"Young Money Featuring Gucci Mane","Steady Mobbin'",TRUE,"Kane",4
"50 Cent","Window Shopper",TRUE,"Jada",3
"A Boogie Wit da Hoodie Featuring 6ix9ine","Swervin",TRUE,"London",3
"Alanis Morissette","Thank U",FALSE,"India",3
"America","Right Before Your Eyes",TRUE,"Greta",3
"Andrew McMahon In The Wilderness","Cecilia And The Satellite",TRUE,"Cecilia",3
"Ariana Grande & Victoria Monet","Monopoly",TRUE,"Cletus",3
"Avril Lavigne","Hello Kitty",TRUE,"Mina",3
"B.B. King","Paying The Cost To Be The Boss",TRUE,"Sammy",3
"Bill Conti","Gonna Fly Now",TRUE,"Rocky",3
"Blac Youngsta","Booty",TRUE,"Tyson",3
"Blake Shelton","Austin",TRUE,"Austin",3
"Blake Shelton","Footloose",TRUE,"Louise",3
"Bob Dylan","Hurricane (Part I)",TRUE,"Arthur",3
"Brantley Gilbert","Country Must Be Country Wide",TRUE,"Waylon",3
"Brantley Gilbert","Country Must Be Country Wide",TRUE,"Willie",3
"Bread","Aubrey",TRUE,"Aubrey",3
"Bryson Tiller","Self-Made",TRUE,"Giuseppe",3
"Carlos Vives & Shakira","La Bicicleta",TRUE,"Carlos",3
"Chris Brown Featuring Future & Young Thug","High End",TRUE,"Richard",3
"Chris Lane","Fix",TRUE,"Walter",3
"Chuck Berry","You Never Can Tell",TRUE,"Pierre",3
"Coldplay","Viva La Vida",FALSE,"Roman",3
"Craig Mack","Get Down",TRUE,"Mack",3
"Crash Test Dummies","Superman's Song",TRUE,"Solomon",3
"Dave Matthews Band","Mercy",TRUE,"Mercy",3
"David Ball","Riding With Private Malone",TRUE,"Andrew",3
"David Bowie","The Hearts Filthy Lesson",TRUE,"Ramona",3
"Deep Blue Something","Breakfast At Tiffany's",TRUE,"Tiffany",3
"Dixie Chicks","Goodbye Earl",TRUE,"Mary Anne",3
"Drake","6 Man",TRUE,"Lou",3
"Easton Corbin","Baby Be My Love Song",FALSE,"Dixie",3
"Eli Young Band","Dust",TRUE,"Ford",3
"Elton John","Candle In The Wind",TRUE,"Norma",3
"Eminem","Mockingbird",TRUE,"Laney",3
"Eminem","Normal",TRUE,"Milo",3
"En Vogue","Give It Up, Turn It Loose",TRUE,"Kevin",3
"Fifth Harmony","That's My Girl",TRUE,"Destiny",3
"Florida Georgia Line","Anything Goes",FALSE,"Victoria",3
"Future","Rent Money",FALSE,"Mac",3
"George Strait","Run",FALSE,"Dallas",3
"Ginuwine","Last Chance",TRUE,"Jordan",3
"Gordon Lightfoot","The Wreck Of The Edmund Fitzgerald",FALSE,"Edmund",3
"Gravediggaz","Diary Of A Madman",TRUE,"Buck",3
"Helen Reddy","Delta Dawn",TRUE,"Dawn",3
"Jake Owen","I Was Jack (You Were Diane)",FALSE,"Cheyenne",3
"Jason Aldean","Burnin' It Down",FALSE,"Jack",3
"Kacey Musgraves","Merry Go 'Round",TRUE,"Mary Kay",3
"Kanye West","Stronger",TRUE,"Prince",3
"Kendrick Lamar","Swimming Pools (Drank)",TRUE,"Kendrick",3
"Kevin Gates Featuring Trey Songz, Ty Dolla $ign &  Jamie Foxx","Jam",TRUE,"Jackson",3
"Kid Cudi Featuring Kanye West","Erase Me",TRUE,"Aria",3
"Lee Ann Womack","Last Call",FALSE,"Johnny",3
"Level 42","Running In The Family",TRUE,"Joseph",3
"Lil Baby","My Dawg",TRUE,"Deja",3
"Lonestar","Mr. Mom",TRUE,"Barney",3
"Lou Bega","Mambo No. 5 (A Little Bit Of...)",TRUE,"Erica",3
"Lou Bega","Mambo No. 5 (A Little Bit Of...)",TRUE,"Tina",3
"Lustra","Scotty Doesn't Know",TRUE,"Fiona",3
"Mac Miller","Donald Trump",TRUE,"Donald",3
"Madonna","Cherish",TRUE,"Cherish",3
"Madonna","La Isla Bonita",FALSE,"Pedro",3
"Maren Morris","80s Mercedes",FALSE,"Ray",3
"Maren Morris","Rich",TRUE,"Marilyn",3
"Mariah Carey","Obsessed",TRUE,"Napoleon",3
"Meek Mill Featuring Future, Roddy Ricch & Young Thug","Splash Warning",TRUE,"Richie",3
"Missy Elliott Featuring Lamb","I'm Better",FALSE,"Orlando",3
"Montgomery Gentry","One In Every Crowd",FALSE,"Harley",3
"Night Ranger","Sister Christian",TRUE,"Christian",3
"O-Town","Liquid Dreams",TRUE,"Janet",3
"Pharoahe Monch","Simon Says",TRUE,"Simon",3
"Rae Sremmurd","Perplexing Pegasus",FALSE,"Lexus",3
"Rascal Flatts","Fast Cars And Freedom",FALSE,"Nova",3
"Red Hot Chili Peppers","By The Way",TRUE,"Dani",3
"Red Hot Chili Peppers","Give It Away",TRUE,"Bob",3
"Rich Homie Quan","Type Of Way",TRUE,"Sade",3
"Rod Stewart","Baby Jane",TRUE,"Baby Jane",3
"Rod Stewart","Young Turks",TRUE,"Patti",3
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)",TRUE,"Sean",3
"Sir Mix-A-Lot","Jump On It",FALSE,"Austin",3
"Sir Mix-A-Lot","Jump On It",FALSE,"Phoenix",3
"Son By Four","Purest Of Pain (A Puro Dolor)",TRUE,"Vida",3
"Steely Dan","Deacon Blues",TRUE,"Deacon",3
"T. Rex","Telegram Sam",TRUE,"Jake",3
"Taco","Puttin' On The Ritz",TRUE,"Gary",3
"Tal Bachman","She's So High",TRUE,"Joan",3
"The Animals","Gonna Send You Back To Walker (Gonna Send You Back To Georgia)",FALSE,"Walker",3
"The Chainsmokers","#SELFIE",TRUE,"Jason",3
"The Game","Dreams",TRUE,"Aaliyah",3
"The Gap Band","Early In The Morning",TRUE,"Annette",3
"The Guess Who","Runnin' Back To Saskatoon",TRUE,"Hanna",3
"The Righteous Brothers","Little Latin Lupe Lu",TRUE,"Lupe",3
"The Time","The Bird",TRUE,"America",3
"Trisha Yearwood","Georgia Rain",FALSE,"Jasper",3
"Usher Featuring Lil Jon & Ludacris","Yeah!",TRUE,"Jon",3
"Yo Gotti Featuring Lil Baby","Put A Date On It",FALSE,"Royce",3
"Young Thug Featuring Future","Relationship",TRUE,"Malcolm",3
"YoungBloodZ Featuring Lil Jon","Damn!",TRUE,"Sean Paul",3
"2 Chainz Featuring Lil Wayne","Yuck!",TRUE,"Brad",2
"2Pac","Changes",TRUE,"Huey",2
"6ix9ine Featuring Anuel AA","BEBE",FALSE,"Ella",2
"A Flock Of Seagulls","I Ran (So Far Away)",FALSE,"Aurora",2
"Ace Hood Featuring Chris Brown","Body 2 Body",TRUE,"Ace",2
"Adam Sandler","The Chanukah Song",TRUE,"Kirk",2
"Alabama Shakes","Hold On",TRUE,"Brittany",2
"Alan Jackson","Drive (For Daddy Gene)",FALSE,"Johnson",2
"Amanda Marshall","Birmingham",TRUE,"Virgil",2
"Andy Pratt","Avenging Annie",TRUE,"Floyd",2
"Andy Williams","The Village Of St. Bernadette",FALSE,"Bernadette",2
"Andy Williams","The Village Of St. Bernadette",FALSE,"Lourdes",2
"Another Bad Creation","Iesha",TRUE,"Mark",2
"Aretha Franklin","The Weight",TRUE,"Anna Lee",2
"Aretha Franklin","The Weight",TRUE,"Carmen",2
"Ariana Grande","In My Head",TRUE,"Abel",2
"August Alsina","No Love",TRUE,"August",2
"B.o.B Featuring T.I. & Playboy Tre","Bet I",TRUE,"Tre",2
"B.o.B Featuring Taylor Swift","Both Of Us",TRUE,"Bobby Ray",2
"Bad Bunny Featuring Drake","MIA",TRUE,"Santos",2
"Barry Manilow","Copacabana (at The Copa)",TRUE,"Rico",2
"Beenie Man Featuring Ms. Thing","Dude",TRUE,"Maxine",2
"Blake Shelton","Honey Bee",TRUE,"Loretta",2
"BlocBoy JB Featuring Drake","Look Alive",FALSE,"Shelby",2
"Bone Thugs-N-Harmony","1st Of Tha Month",TRUE,"Claire",2
"Brad Paisley","Crushin' It",TRUE,"Bud",2
"Brand Nubian","Love Me Or Leave Me Alone",TRUE,"Jamar",2
"Cam'Ron Featuring Juelz Santana","Oh Boy",TRUE,"Santana",2
"Cassidy Featuring R. Kelly","Hotel",TRUE,"Cassidy",2
"Chad Brock","Ordinary Life",TRUE,"Shelly",2
"Cham Featuring Alicia Keys","Ghetto Story Chapter 2",TRUE,"Jerome",2
"Chris Young","Neon",TRUE,"Johnny Lee",2
"Christina Aguilera Featuring Lil' Kim","Can't Hold Us Down",TRUE,"Kim",2
"Christopher Cross","Think Of Laura",TRUE,"Laura",2
"Coolio","Too Hot",TRUE,"Javier",2
"Coolio","Too Hot",TRUE,"Rob",2
"D12 Featuring Eminem","My Band",TRUE,"Marshall",2
"Das EFX","Real Hip Hop",TRUE,"Carl",2
"Das EFX","Real Hip Hop",TRUE,"Sharon",2
"David Banner Featuring Lil' Flip","Like A Pimp",TRUE,"David",2
"David Ruffin","I've Lost Everything I've Ever Loved",TRUE,"Jeff",2
"Dean Friedman","Ariel",FALSE,"Hudson",2
"Desiigner","Panda",TRUE,"Phillip",2
"Dion","Abraham, Martin And John",TRUE,"Abraham",2
"Dion","Abraham, Martin And John",TRUE,"Martin",2
"Dixie Chicks","Long Time Gone",TRUE,"Delia",2
"DMX Featuring Faith Evans","I Miss You",TRUE,"Xavier",2
"Donovan","Wear Your Love Like Heaven",TRUE,"Carmine",2
"Drake","Weston Road Flows",FALSE,"Weston",2
"Drake Featuring Young Thug","Ice Melts",TRUE,"Jeffery",2
"Duran Duran","New Moon On Monday",FALSE,"Luna",2
"Elephant Man","Jook Gal (Wine Wine)",TRUE,"Jeanie",2
"Elton John","Levon",TRUE,"Alvin",2
"Elvis Presley","Frankie And Johnny",TRUE,"Nellie",2
"Elvis Presley","Rubberneckin'",TRUE,"Mary Jane",2
"Eminem","Ass Like That",TRUE,"Mary-Kate",2
"Eminem","Kamikaze",TRUE,"Craig",2
"Eminem Featuring Dido","Stan",TRUE,"Phil",2
"Eminem Featuring Ed Sheeran","River",FALSE,"River",2
"Eminem Featuring Gwen Stefani","Kings Never Die",TRUE,"Gilbert",2
"Enrique Iglesias Featuring Pitbull","I Like It",TRUE,"Enrique",2
"Eric Clapton","Willie And The Hand Jive",TRUE,"Billie",2
"Estelle Featuring Kanye West","American Boy",TRUE,"Estelle",2
"Falco","Vienna Calling",TRUE,"Stella",2
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","Krippy Kush",TRUE,"Alex",2
"Fats Domino","Jambalaya (On The Bayou)",TRUE,"Yvonne",2
"Fats Domino","My Girl Josephine",TRUE,"Josephine",2
"Freedy Johnston","Bad Reputation",FALSE,"Harold",2
"Future","Commas",TRUE,"Katy",2
"Future","F&N",TRUE,"Jacob",2
"Future Featuring Nicki Minaj","You Da Baddest",TRUE,"Stevie",2
"Future Featuring Travis Scott","First Off",TRUE,"Dwayne",2
"Game Featuring Lil Wayne","Red Nation",TRUE,"Judah",2
"Gavin DeGraw","Best I Ever Had",FALSE,"Dakota",2
"George Michael/Elton John","Don't Let The Sun Go Down On Me",TRUE,"Elton",2
"Glee Cast","Billionaire",TRUE,"Artie",2
"Glee Cast","Empire State Of Mind",TRUE,"Ty",2
"Glee Cast","Ice Ice Baby",TRUE,"Shay",2
"Glee Cast","Rose's Turn",TRUE,"Kurt",2
"Golden Earring","Candy's Going Bad",TRUE,"Ted",2
"Golden Earring","Radar Love",TRUE,"Brenda Lee",2
"Helen Reddy","The Happy Girls",TRUE,"Nancy",2
"Jason Michael Carroll","Where I'm From",TRUE,"Grace",2
"JAY-Z","Kill Jay Z",TRUE,"Eric",2
"JAY-Z","Moonlight",TRUE,"Lucian",2
"Jeannie C. Riley","Harper Valley P.T.A.",TRUE,"Johnson",2
"Jeezy Featuring Jay Z","Seen It All",TRUE,"Emory",2
"Jesse Jaymes","Shake It (Like A White Girl)",TRUE,"Jess",2
"Jimmy Dean","The Cajun Queen",TRUE,"Queen",2
"Julian Lennon","Jesse",TRUE,"Juanita",2
"Justin Bieber Featuring Nicki Minaj","Beauty And A Beat",TRUE,"Justin",2
"K'Naan Featuring Nelly Furtado","Is Anybody Out There?",TRUE,"Adam",2
"Kendrick Lamar","Bitch, Don't Kill My Vibe",TRUE,"Ima",2
"Kendrick Lamar","Fear.",FALSE,"Israel",2
"Kenny Chesney","Never Wanted Nothing More",TRUE,"Katie",2
"Kenny Rogers & The First Edition","Reuben James",FALSE,"Madison",2
"Kool Moe Dee","Wild, Wild West",TRUE,"Don",2
"Kool Moe Dee","Wild, Wild West",TRUE,"Keith",2
"Kool Moe Dee","Wild, Wild West",TRUE,"Ross",2
"Kris Kristofferson","Josie",TRUE,"Josie",2
"Kristen Bell, Agatha Lee Monn & Katie Lopez","Do You Want To Build A Snowman?",TRUE,"Elsa",2
"KRS-One","MC's Act Like They Don't Know",TRUE,"Jed",2
"Lenny Kravitz Featuring Jay-Z","Storm",TRUE,"Lenny",2
"Lil Wayne","Dedicate",TRUE,"Carter",2
"Lil Wayne Featuring Cory Gunz","6 Foot 7 Foot",TRUE,"Tammy",2
"Little Richard","Bama Lama Bama Loo",TRUE,"Lucinda",2
"Ludacris Featuring Mary J. Blige","Runaway Love",TRUE,"Nicole",2
"Lynyrd Skynyrd","Sweet Home Alabama",TRUE,"Neil",2
"Machine Gun Kelly","Rap Devil",TRUE,"Oscar",2
"Machine Gun Kelly","Rap Devil",TRUE,"Ronny",2
"Mark Wills","19 Somethin'",TRUE,"Farrah",2
"Marky Mark & The Funky Bunch Featuring Loleatta Holloway","Good Vibrations",TRUE,"Donnie",2
"Meek Mill Featuring Chris Brown & Nicki Minaj","All Eyes On You",TRUE,"Nick",2
"Metro Boomin Featuring Travis Scott & Young Thug","Up To Something",TRUE,"Pat",2
"Mindless Behavior Featuring Diggy","Mrs. Right",TRUE,"Ray Ray",2
"Nancy Sinatra","Drummer Man",FALSE,"Lincoln",2
"Nelly Featuring Kyjuan, Ali & Murphy Lee","Air Force Ones",TRUE,"Murphy",2
"Nicki Minaj","Barbie Tingz",TRUE,"Guy",2
"Nicki Minaj","Chun-Li",TRUE,"Lara",2
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Only",TRUE,"Drake",2
"Nicki Minaj Featuring Lil Wayne","Rich Sex",FALSE,"Sky",2
"Ol' Dirty Bastard","Shimmy Shimmy Ya",TRUE,"Norman",2
"One Direction","Midnight Memories",FALSE,"Addison",2
"One Direction","Midnight Memories",FALSE,"Lee",2
"Pat Boone","Speedy Gonzales",TRUE,"Rosita",2
"Paul Simon","50 Ways To Leave Your Lover",TRUE,"Gus",2
"Paul Simon","50 Ways To Leave Your Lover",TRUE,"Roy",2
"Paul Simon","Me And Julio Down By The Schoolyard",TRUE,"Julio",2
"Post Malone","Better Now",TRUE,"Jonas",2
"Prince Royce Featuring Jennifer Lopez & Pitbull","Back It Up",TRUE,"Royce",2
"Queen Naija","Medicine",TRUE,"Bryan",2
"Queen Naija","Medicine",TRUE,"Ryan",2
"R.E.M.","What's The Frequency, Kenneth?",TRUE,"Kenneth",2
"RiceGum Featuring Alissa Violet","Its Every Night Sis",TRUE,"Alissa",2
"Rick Ross Featuring JAY Z","The Devil Is A Lie",FALSE,"Barney",2
"Saga","Wind Him Up",TRUE,"Aldo",2
"Sean Paul","Get Busy",TRUE,"Annabella",2
"Sean Paul","Get Busy",TRUE,"Jodi",2
"Sean Paul","Get Busy",TRUE,"Rebecca",2
"Shinedown","Second Chance",TRUE,"Haley",2
"Sir Mix-A-Lot","Jump On It",FALSE,"Denver",2
"Squeeze","853-5937",TRUE,"Angela",2
"Tatyana Ali","Daydreamin",TRUE,"Tatyana",2
"Taylor John Williams","Royals",FALSE,"Cristal",2
"Taylor Swift","Fifteen",TRUE,"Abigail",2
"The Band","The Weight",TRUE,"Annalee",2
"The Band","The Weight",TRUE,"Chester",2
"The Beach Boys","Peggy Sue",TRUE,"Peggy",2
"The Doors","Runnin' Blue",TRUE,"Otis",2
"The Manhattan Transfer","Route 66",TRUE,"Janis",2
"The Manhattan Transfer","Route 66",TRUE,"Winona",2
"The Weeknd","Party Monster",TRUE,"Angelina",2
"The Weeknd","Party Monster",TRUE,"Selena",2
"The Weeknd","Tell Your Friends",FALSE,"Queen",2
"Thin Lizzy","The Boys Are Back In Town",TRUE,"Dino",2
"Til Tuesday","Coming Up Close",TRUE,"Dylan",2
"Toby Keith","As Good As I Once Was",TRUE,"Dave",2
"Tom Jones","The Young New Mexican Puppeteer",TRUE,"Abe",2
"Tone-Loc","Funky Cold Medina",TRUE,"Sheena",2
"Warren Zevon","Werewolves Of London",TRUE,"Lon",2
"Westside Connection Featuring Nate Dogg","Gangsta Nation",TRUE,"Andre",2
"Yes","America",TRUE,"Kathy",2
"YoungBoy Never Broke Again","Diamond Teeth Samurai",TRUE,"Curtis",2
"10,000 Maniacs","What's The Matter Here?",FALSE,"Morgan",1
"10cc","Good Morning Judge",FALSE,"Quentin",1
"112 Featuring Super Cat","Na Na Na Na",TRUE,"Vicki",1
"112 Featuring The Notorious B.I.G.","Only You",TRUE,"Bert",1
"2 Chainz Featuring Drake","No Lie",FALSE,"Louie",1
"2 Chainz Featuring Drake & Lil Wayne","I Do It",TRUE,"Patricia",1
"2 Chainz Featuring Lil Wayne","Yuck!",FALSE,"Holland",1
"2 Chainz Featuring Lil Wayne","Yuck!",TRUE,"Amber Rose",1
"2 Chainz Featuring Pharrell","Feds Watching",FALSE,"Armani",1
"2 Chainz Featuring Pharrell","Feds Watching",TRUE,"Heather",1
"2 Chainz Featuring Travis Scott","Whip",TRUE,"Alexa",1
"21 Savage","1.5",TRUE,"Jerry",1
"21 Savage","A Lot",TRUE,"Dennis",1
"21 Savage","Bank Account",FALSE,"Marcus",1
"21 Savage","Bank Account",TRUE,"Max",1
"21 Savage","Bank Account",TRUE,"Reggie",1
"21 Savage","Break Da Law",TRUE,"Daisy",1
"21 Savage","Break Da Law",TRUE,"Keisha",1
"21 Savage & Metro Boomin","No Heart",TRUE,"Stuart",1
"21 Savage & Metro Boomin Featuring Future","X",FALSE,"Brandy",1
"2Pac","Keep Ya Head Up",TRUE,"Corinne",1
"2Pac","Keep Ya Head Up",TRUE,"Elijah",1
"2Pac","Thugz Mansion",TRUE,"Miles",1
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch","Runnin'",TRUE,"Allen",1
"50 Cent","I Get Money",TRUE,"Enzo",1
"50 Cent","P.I.M.P.",TRUE,"Niki",1
"6ix9ine Featuring A Boogie Wit da Hoodie","WAKA",TRUE,"Scott",1
"6ix9ine Featuring A Boogie Wit da Hoodie","WAKA",TRUE,"Timmy",1
"6ix9ine Featuring Nicki Minaj & Kanye West","MAMA",TRUE,"Kylie",1
"6ix9ine Featuring Nicki Minaj & Murda Beatz","FEFE",TRUE,"Khloe",1
"A Boogie Wit da Hoodie","No Promises",TRUE,"Savannah",1
"A Boogie Wit da Hoodie Featuring 21 Savage","Undefeated",TRUE,"Nia",1
"A Boogie Wit da Hoodie Featuring Kodak Black","Drowning",TRUE,"Carlton",1
"A Boogie Wit da Hoodie Featuring Kodak Black","Drowning",TRUE,"Scottie",1
"A Tribe Called Quest","Award Tour",FALSE,"Fran",1
"A Tribe Called Quest","Award Tour",FALSE,"John",1
"A Tribe Called Quest","Award Tour",TRUE,"Mario",1
"A Tribe Called Quest","Electric Relaxation (Relax Yourself Girl)",TRUE,"Madeline",1
"A Tribe Called Quest","Find A Way",TRUE,"Tisha",1
"A$AP Ferg Featuring Nicki Minaj","Plain Jane",FALSE,"Nick",1
"A$AP Ferg Featuring Nicki Minaj","Plain Jane",TRUE,"Bella",1
"A$AP Ferg Featuring Nicki Minaj","Plain Jane",TRUE,"Kendall",1
"Aaron Carter","That's How I Beat Shaq",TRUE,"Shaquille",1
"Ace Hood","Hustle Hard",TRUE,"Marley",1
"Adam Sandler","The Chanukah Song",TRUE,"Abby",1
"Adam Sandler","The Chanukah Song",TRUE,"Ann",1
"Adam Sandler","The Chanukah Song",TRUE,"Dinah",1
"Adam Sandler","The Chanukah Song",TRUE,"Harrison",1
"Adam Sandler","The Chanukah Song",TRUE,"Rod",1
"Adina Howard","Freak Like Me",TRUE,"Adina",1
"Akon","Sorry, Blame It On Me",TRUE,"Gwen",1
"Al Martino","Daddy's Little Girl",FALSE,"Easter",1
"Alan Jackson","Little Man",TRUE,"Morgan",1
"Alanis Morissette","Unsent",TRUE,"Jonathan",1
"Alanis Morissette","Unsent",TRUE,"Marcus",1
"Alanis Morissette","Unsent",TRUE,"Matthew",1
"Alanis Morissette","Unsent",TRUE,"Terrance",1
"Alexander O'Neal","Fake",TRUE,"Kay",1
"Alice Cooper","Department Of Youth",TRUE,"Damon",1
"Alicia Bridges","I Love The Nightlife (Disco 'Round)",TRUE,"Alicia",1
"Alicia Keys","Unbreakable",TRUE,"Camille",1
"Alicia Keys","Unbreakable",TRUE,"Catherine",1
"Alicia Keys","Unbreakable",TRUE,"Kimora",1
"Alicia Keys","Unbreakable",TRUE,"Russell",1
"Amanda Marshall","Birmingham",FALSE,"Jim",1
"Ambrosia","Nice, Nice, Very Nice",TRUE,"Ginger",1
"America","Daisy Jane",TRUE,"Daisy Jane",1
"Amine","Caroline",TRUE,"Meagan",1
"Amy Winehouse Featuring Ghostface Killah","You Know I'm No Good",FALSE,"Stella",1
"Anne Murray","A Little Good News",TRUE,"Bryant",1
"Another Bad Creation","Iesha",TRUE,"Dallas",1
"Aretha Franklin","Get It Right",TRUE,"Eloise",1
"Aretha Franklin","I'm In Love",TRUE,"Carolyn",1
"Aretha Franklin","Rock-A-Bye Your Baby With A Dixie Melody",FALSE,"Mason",1
"Ariana Grande","R.E.M",TRUE,"Perla",1
"Ariana Grande","R.E.M",TRUE,"Vickie",1
"Ariana Grande","Thank U, Next",TRUE,"Ari",1
"Ariana Grande Featuring Lil Wayne","Let Me Love You",TRUE,"Ariana",1
"Ariana Grande Featuring Nicki Minaj","Side To Side",TRUE,"Stephanie",1
"Arthur Conley","Sweet Soul Music",TRUE,"Wilson",1
"Ashanti","Happy",TRUE,"Ashanti",1
"Asher Roth","G.R.I.N.D. (Get Ready It's A New Day)",TRUE,"Mohammed",1
"Asher Roth","Lark On My Go-Kart",TRUE,"Ashley",1
"Atlanta Rhythm Section","Free Spirit",TRUE,"Liberty",1
"Atlanta Rhythm Section","Neon Nites",TRUE,"Star",1
"Austin Mahone Featuring Pitbull","Mmm Yeah",TRUE,"Armando",1
"AZ","Sugar Hill",FALSE,"Thomas",1
"B.J. Thomas","Most Of All",FALSE,"Paul",1
"B.o.B Featuring Andre 3000","Play The Guitar",TRUE,"Julius",1
"B.o.B Featuring Bruno Mars","Nothin' On You",TRUE,"Bruno",1
"B.o.B Featuring Lil Wayne","Strange Clouds",TRUE,"Arnold",1
"B.o.B Featuring T.I. & Playboy Tre","Bet I",FALSE,"Sidney",1
"B2K","Girlfriend",TRUE,"Iris",1
